,Model,java_0_to_1,java_0_to_1,java_0_to_2,java_0_to_2,java_0_to_3,java_0_to_3,java_1_to_0,java_1_to_0,java_1_to_2,java_1_to_2,java_1_to_3,java_1_to_3,java_2_to_0,java_2_to_0,java_2_to_1,java_2_to_1,java_2_to_3,java_2_to_3,java_3_to_0,java_3_to_0,java_3_to_1,java_3_to_1,java_3_to_2,java_3_to_2,avg_from_0,avg_from_0,avg_from_1,avg_from_1,avg_from_2,avg_from_2,avg_from_3,avg_from_3,avg_overall,avg_overall
,,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++
0,Model1,0.47,17.19,0.23,16.29,0.39,17.9,0.69,16.88,0.13,15.42,0.34,18.97,0.61,17.85,0.36,15.91,0.35,18.12,0.47,16.25,0.49,18.38,0.29,16.18,0.36,17.13,0.39,17.09,0.44,17.29,0.42,16.94,0.4,17.11
