,Model,java_0_to_1,java_0_to_1,java_0_to_2,java_0_to_2,java_0_to_3,java_0_to_3,java_1_to_0,java_1_to_0,java_1_to_2,java_1_to_2,java_1_to_3,java_1_to_3,java_2_to_0,java_2_to_0,java_2_to_1,java_2_to_1,java_2_to_3,java_2_to_3,java_3_to_0,java_3_to_0,java_3_to_1,java_3_to_1,java_3_to_2,java_3_to_2,avg_from_0,avg_from_0,avg_from_1,avg_from_1,avg_from_2,avg_from_2,avg_from_3,avg_from_3,avg_overall,avg_overall
,,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++
0,Gemini,2.52,24.14,11.77,41.89,4.36,22.47,24.71,49.28,5.97,32.55,5.28,30.07,27.39,51.88,12.94,36.36,0.78,16.05,21.73,46.01,15.49,41.55,9.36,37.35,6.22,29.5,11.99,37.3,13.7,34.76,15.53,41.64,11.86,35.8
