,Model,java_0_to_1,java_0_to_1,java_0_to_2,java_0_to_2,java_0_to_3,java_0_to_3,java_1_to_0,java_1_to_0,java_1_to_2,java_1_to_2,java_1_to_3,java_1_to_3,java_2_to_0,java_2_to_0,java_2_to_1,java_2_to_1,java_2_to_3,java_2_to_3,java_3_to_0,java_3_to_0,java_3_to_1,java_3_to_1,java_3_to_2,java_3_to_2,avg_from_0,avg_from_0,avg_from_1,avg_from_1,avg_from_2,avg_from_2,avg_from_3,avg_from_3,avg_overall,avg_overall
,,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++
0,Model5,0.87,14.13,0.21,12.75,0.22,12.07,0.74,13.08,0.35,12.81,0.8,14.49,0.18,11.55,0.24,11.75,0.64,13.52,0.21,11.24,0.58,14.01,0.79,14.11,0.43,12.99,0.63,13.46,0.35,12.27,0.52,13.12,0.49,12.96
