,Model,java_0_to_1,java_0_to_1,java_0_to_2,java_0_to_2,java_0_to_3,java_0_to_3,java_1_to_0,java_1_to_0,java_1_to_2,java_1_to_2,java_1_to_3,java_1_to_3,java_2_to_0,java_2_to_0,java_2_to_1,java_2_to_1,java_2_to_3,java_2_to_3,java_3_to_0,java_3_to_0,java_3_to_1,java_3_to_1,java_3_to_2,java_3_to_2,avg_from_0,avg_from_0,avg_from_1,avg_from_1,avg_from_2,avg_from_2,avg_from_3,avg_from_3,avg_overall,avg_overall
,,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++,BLEU,chrF++
0,Model3,0.36,13.26,0.1,13.15,0.08,12.61,0.2,11.88,0.09,12.96,0.33,15.81,0.17,12.31,0.11,12.31,0.33,14.42,0.12,11.28,0.29,15.38,0.32,14.26,0.18,13.01,0.2,13.55,0.21,13.01,0.25,13.64,0.21,13.3
